C:\Program Files\AVAST Software\Avast,Aavm4h.dll,Wed Jan 22 16:26:02 2020,Wed Jan 22 16:26:02 2020,Wed Jan 22 16:26:02 2020
C:\Program Files\AVAST Software\Avast,Aavm4h.dll.sum,Wed Jan 22 16:26:03 2020,Wed Jan 22 16:26:02 2020,Wed Jan 22 16:26:03 2020
C:\Program Files\AVAST Software\Avast,AavmRpch.dll,Mon Dec 30 00:23:25 2019,Mon Dec 30 00:23:25 2019,Mon Dec 30 00:23:25 2019
C:\Program Files\AVAST Software\Avast,anen.dll,Mon Dec 30 00:23:26 2019,Mon Dec 30 00:23:26 2019,Mon Dec 30 00:23:26 2019
C:\Program Files\AVAST Software\Avast,ashBase.dll,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019
C:\Program Files\AVAST Software\Avast,ashServ.dll,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019
C:\Program Files\AVAST Software\Avast,ashShell.dll,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019
C:\Program Files\AVAST Software\Avast,ashTask.dll,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019
C:\Program Files\AVAST Software\Avast,ashTaskEx.dll,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019,Mon Dec 30 00:23:27 2019
C:\Program Files\AVAST Software\Avast,aswAMSI.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswAux.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswBrowser.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswcml.dll,Mon Dec 30 00:23:17 2019,Mon Dec 30 00:23:17 2019,Mon Dec 30 00:23:17 2019
C:\Program Files\AVAST Software\Avast,aswCmnBS.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswCmnIS.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswCmnOS.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswcomm.dll,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:19 2019
C:\Program Files\AVAST Software\Avast,aswData.dll,Mon Jan  6 16:18:16 2020,Mon Jan  6 16:18:14 2020,Mon Jan  6 16:18:16 2020
C:\Program Files\AVAST Software\Avast,aswData.dll.sum,Mon Jan  6 16:18:16 2020,Mon Jan  6 16:18:14 2020,Mon Jan  6 16:18:16 2020
C:\Program Files\AVAST Software\Avast,aswDataScan.dll,Mon Dec 30 00:23:18 2019,Mon Dec 30 00:23:18 2019,Mon Dec 30 00:23:18 2019
C:\Program Files\AVAST Software\Avast,aswdetallocator.dll,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019
C:\Program Files\AVAST Software\Avast,aswDld.dll,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019,Mon Dec 30 00:23:28 2019
C:\Program Files\AVAST Software\Avast,aswEngLdr.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswhook.dll,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019
C:\Program Files\AVAST Software\Avast,aswidpm.dll,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019
C:\Program Files\AVAST Software\Avast,aswIP.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswJsFlt.dll,Mon Dec 30 00:24:24 2019,Mon Dec 30 00:24:24 2019,Mon Dec 30 00:24:24 2019
C:\Program Files\AVAST Software\Avast,aswLog.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswntsqlite.dll,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019
C:\Program Files\AVAST Software\Avast,aswPatchMgt.dll,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019
C:\Program Files\AVAST Software\Avast,aswProperty.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswPropertyAv.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswpsic.dll,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019
C:\Program Files\AVAST Software\Avast,aswremoval.dll,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019,Mon Dec 30 00:23:20 2019
C:\Program Files\AVAST Software\Avast,aswRvrt.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswsecapi.dll,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:23:21 2019
C:\Program Files\AVAST Software\Avast,aswSecDns.dll,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:23:21 2019
C:\Program Files\AVAST Software\Avast,aswSqLt.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswStrm.dll,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019,Mon Dec 30 00:23:29 2019
C:\Program Files\AVAST Software\Avast,aswsys.dll,Mon Dec 30 00:23:17 2019,Mon Dec 30 00:23:17 2019,Mon Dec 30 00:23:17 2019
C:\Program Files\AVAST Software\Avast,aswUtil.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,aswVmm.dll,Mon Dec 30 00:23:41 2019,Mon Dec 30 00:23:41 2019,Mon Dec 30 00:23:41 2019
C:\Program Files\AVAST Software\Avast,aswW8ntf.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,aswwinamapi.dll,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:23:21 2019
C:\Program Files\AVAST Software\Avast,browser_pass.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,burger_client.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,cef.pak,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,cef_100_percent.pak,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,cef_200_percent.pak,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,cef_extensions.pak,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,Cef_Renderer.dll,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,chrome_elf.dll,Mon Dec 30 00:25:16 2019,Mon Dec 30 00:25:16 2019,Mon Dec 30 00:25:16 2019
C:\Program Files\AVAST Software\Avast,CommChannel.dll,Mon Dec 30 00:23:26 2019,Mon Dec 30 00:23:26 2019,Mon Dec 30 00:23:26 2019
C:\Program Files\AVAST Software\Avast,CommonRes.dll,Mon Dec 30 00:23:26 2019,Mon Dec 30 00:23:26 2019,Mon Dec 30 00:23:26 2019
C:\Program Files\AVAST Software\Avast,CommonUI.dll,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,custody.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,dll_loader.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,dnd_helper.dll,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019
C:\Program Files\AVAST Software\Avast,Edge_Renderer.dll,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019,Mon Dec 30 00:25:11 2019
C:\Program Files\AVAST Software\Avast,event_manager.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,event_manager_burger.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,event_manager_er.dll,Mon Dec 30 00:23:30 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:30 2019
C:\Program Files\AVAST Software\Avast,event_manager_ga.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,event_routing.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,event_routing_rpc.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,features_manager.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,ffl2.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,firefox_pass.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,fltlib_wrapper.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,gaming_mode.dll,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019
C:\Program Files\AVAST Software\Avast,gaming_mode_ui.dll,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019
C:\Program Files\AVAST Software\Avast,gaming_probe.dll,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019,Mon Dec 30 00:23:19 2019
C:\Program Files\AVAST Software\Avast,gui_cache.dll,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019,Mon Dec 30 00:23:31 2019
C:\Program Files\AVAST Software\Avast,health.dll,Wed Jan 22 16:26:03 2020,Wed Jan 22 16:26:02 2020,Wed Jan 22 16:26:03 2020
C:\Program Files\AVAST Software\Avast,health.dll.sum,Wed Jan 22 16:26:03 2020,Wed Jan 22 16:26:02 2020,Wed Jan 22 16:26:03 2020
C:\Program Files\AVAST Software\Avast,hns_tools.dll,Mon Dec 30 00:23:39 2019,Mon Dec 30 00:23:39 2019,Mon Dec 30 00:23:39 2019
C:\Program Files\AVAST Software\Avast,HTMLayout.dll,Mon Dec 30 00:25:10 2019,Thu Sep 19 12:19:37 2019,Mon Dec 30 00:25:10 2019
C:\Program Files\AVAST Software\Avast,libcef.dll,Mon Dec 30 00:25:17 2019,Mon Dec 30 00:25:19 2019,Mon Dec 30 00:25:17 2019
C:\Program Files\AVAST Software\Avast,libcrypto-1_1-x64.dll,Mon Dec 30 00:23:39 2019,Mon Dec 30 00:23:39 2019,Mon Dec 30 00:23:39 2019
C:\Program Files\AVAST Software\Avast,libEGL.dll,Mon Dec 30 00:25:16 2019,Mon Dec 30 00:25:16 2019,Mon Dec 30 00:25:16 2019
C:\Program Files\AVAST Software\Avast,libGLESv2.dll,Mon Dec 30 00:25:16 2019,Mon Dec 30 00:25:17 2019,Mon Dec 30 00:25:16 2019
C:\Program Files\AVAST Software\Avast,libssl-1_1-x64.dll,Mon Dec 30 00:23:39 2019,Mon Dec 30 00:23:39 2019,Mon Dec 30 00:23:39 2019
C:\Program Files\AVAST Software\Avast,lim.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,log.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,module_lifetime.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,network_notifications.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,opm.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,process_monitor.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,ring_client.dll,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019,Mon Dec 30 00:23:32 2019
C:\Program Files\AVAST Software\Avast,serialization.dll,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019
C:\Program Files\AVAST Software\Avast,shepherdsync.dll,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019
C:\Program Files\AVAST Software\Avast,snxhk.dll,Mon Dec 30 00:23:21 2019,Mon Dec 30 00:24:16 2019,Mon Dec 30 00:24:16 2019
C:\Program Files\AVAST Software\Avast,snxhk.dll.sum,Mon Dec 30 00:24:16 2019,Mon Dec 30 00:24:16 2019,Mon Dec 30 00:24:16 2019
C:\Program Files\AVAST Software\Avast,streamback.dll,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019
C:\Program Files\AVAST Software\Avast,tasks_core.dll,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019
C:\Program Files\AVAST Software\Avast,ucrtbase.dll,Mon Dec 30 00:23:54 2019,Mon Dec 30 00:23:36 2019,Mon Dec 30 00:23:54 2019
C:\Program Files\AVAST Software\Avast,vaarclient.dll,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019
C:\Program Files\AVAST Software\Avast,wsc.dll,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019,Mon Dec 30 00:23:33 2019
C:\Program Files\AVAST Software\Avast\1037,Base.dll,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019
C:\Program Files\AVAST Software\Avast\1037,Boot.dll,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019
C:\Program Files\AVAST Software\Avast\1037,uiLangRes.dll,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019,Mon Dec 30 00:23:22 2019
C:\Program Files\AVAST Software\Avast\defs\20012800,algo64.dll,Tue Jan 28 22:16:37 2020,Tue Jan 28 22:16:37 2020,Tue Jan 28 22:16:37 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,ArPot.dll,Tue Jan 28 22:16:37 2020,Tue Jan 28 22:16:37 2020,Tue Jan 28 22:16:37 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswAR.dll,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:38 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswArray.dll,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:38 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswBoot64.dll,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:38 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswCleanerDLL.dll,Tue Jan 28 22:16:38 2020,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:38 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswCmnBS.dll,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:39 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswCmnIS64.dll,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:39 2020
C:\Program Files\AVAST Software\Avast\defs\20012800,aswCmnOS.dll,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:39 2020,Tue Jan 28 22:16:39 2020
